transaction_graph_strength,historical_association,temporal_similarity,geographic_relevance,risk_score
0.7192270091575351,0.8369638742373738,0.8668687053108414,0.17415822641825646,0.7460104538793263
0.45698644175882674,0.8918969087767766,0.1466048216920255,0.24183460743854546,0.529794388400793
0.4335779323602018,0.8127995672575026,0.9472485773838587,0.4281555778747564,0.6762438868411721
0.44018883111002904,0.7050843642966599,0.24872415443028795,0.42756662046529004,0.41154073499158816
0.11021828029067716,0.46866064199412627,0.05630327568183735,0.6271138225980915,0.3847344875849737
0.31375582416322295,0.40022289287202484,0.47771489088022767,0.5057412947756371,0.37732617249219014
0.9669002854965502,0.012154474689816341,0.969878826707639,0.5224092481810417,0.4973290819920625
0.327691151190317,0.6954111231066475,0.07543454708976927,0.4528122475882131,0.4215429811262195
0.6648022720756571,0.5843143119231002,0.901158010490989,1.0,0.7065028670148118
0.2693090437513852,0.46369840493998216,0.3533522280260528,0.3240867338446302,0.3823486524242169
0.33395487656883643,0.45324084682883103,0.032315951109650465,0.7354677790802514,0.32161350963189844
0.7162580552984913,0.1626169393448913,0.9109271844938425,0.5741963016529466,0.5791560152984941
0.17447357803177554,0.8766614859257927,0.55158787254407,0.3690256896517395,0.5111911708072836
0.5323330736797192,0.9852860506655043,0.37673896993794076,0.7384214155232289,0.7954222854982678
0.8579070308221378,0.8383287047111379,0.4686931597949703,0.5405572341205632,0.6787942156843009
0.8316109082170698,0.9997176732861306,0.9966368370739054,0.35162333229338966,0.8514842088862227
0.7813730818382103,0.37785054927578643,0.24108483232963185,0.4343471048531182,0.40354721205211286
0.645557171005792,0.22864280550346272,0.6717006844058567,0.3465885829264378,0.4881102509639279
0.5483486679813037,0.4762106967890142,0.8313714900625012,0.4937072520315179,0.5367034542032314
0.6048441743818477,0.876653602658345,0.40348286621239704,0.26453759495851475,0.6736659460505074
0.8245402007674257,0.9031510586766263,0.617263712097292,0.40540708742604864,0.7427201813326778
0.4530196405897591,0.43747492202372906,0.9041586944937484,0.4200134419173423,0.42188503280314116
0.3681635063877554,0.5236022760150112,0.6976418714934634,0.18053297381225206,0.529692229621886
0.5429046637715844,0.25824438829895835,0.4591357562382613,0.7993800860326128,0.48373782288235395
0.28821771197066276,0.5796499344717384,0.34156321045654503,0.2825117497346903,0.515925634519036
0.2249444553844691,0.6408747448032146,0.18188008439914483,0.7747368031611801,0.4781275511086925
0.5637124493777897,0.9731103492701043,0.6019353955409602,0.7616106654019749,0.7482596424972016
0.3507313051287628,0.17701048427674682,0.08870253375705561,0.3892969640045442,0.18478823816780254
0.9047955366063332,0.1287483982996439,0.3300995133101554,0.3374761816446444,0.35229311845688577
0.7190062453864747,0.5116570135472612,0.15697768271619372,0.8178128425761065,0.5452039325471824
0.783959868043827,0.531265753973534,0.7205160613914648,0.4400218970407038,0.5621802721939477
0.5789021367387841,0.10717201133977605,0.44741236682345464,0.5393553679742427,0.3661759606365679
0.7636646854844372,0.18228387847595806,0.5639650920188364,0.643949408561733,0.47756386175343846
0.6342332081986438,0.6791023191444896,0.7891712386073383,0.4126025880514903,0.6386775386129228
0.6019680393553937,0.5865354346607591,0.5644585425226413,0.2476923761119647,0.46064469058694124
0.6813255171984411,0.5707783046689119,0.35609672589784624,0.20276909316162128,0.4827178630460043
0.10678092682066727,0.22533279771252823,0.36535681967405764,0.9188801007652206,0.36627126700796175
0.172210371095478,0.5245113895702547,0.4103968269896615,0.8390253268983142,0.489885619200001
0.10477000575784488,0.9750671629451425,0.49074877925878446,0.281585162048909,0.5937854509371061
0.6010866037125367,0.5716126894698998,0.2799790936602842,0.33373762410541535,0.5001356735132652
0.4828927947547751,0.507610378684455,0.24240973241508024,0.2259722501721482,0.3480832756869623
0.5554935607234124,0.9320143422569341,0.3206421921595143,0.32704199069908546,0.6755269836017933
0.5937428061443379,0.5489219798889773,0.20173046233023584,0.34174190843650665,0.4600571490293907
0.10243980947289671,0.11669606414168132,0.4731662010518922,0.628840634017849,0.3107935848273426
0.8656547140148092,0.7459745255487181,0.4085182929359169,0.7491594045106248,0.6409642666764808
0.7670085843610531,0.5744731131799119,0.8418287767582721,0.8337602662075203,0.6977149224312106
0.24729034857913407,0.16426579793099294,0.8145747202313821,0.2289774856896413,0.42764487000470064
0.3845769240668452,0.5883066757950567,0.6829820634171324,0.3772377986977596,0.5043633580455226
0.6616913897636538,0.539781061914633,0.43874467538833906,0.5139090119145353,0.588628443593079
0.5891975750025897,0.9064721109645469,0.6242379959139921,0.25214137542201587,0.7128919358138848
0.8146226703432664,0.6200727559285135,0.5334610919763215,0.21818662550584952,0.5736942092515097
0.3805498610159934,0.24848913981446574,0.743946292572677,0.8071566237219393,0.46184333904965247
0.5445833384177764,0.7546352918601166,0.10291603074414502,0.17551970922926907,0.5002483689244888
0.21473979609878419,0.39728729056036727,0.7972953657795536,0.45725920575505247,0.4251415010834747
0.7946937825384206,0.012203072318044517,0.598442701205227,0.37061639733977114,0.3834825916497996
0.4111263941535275,0.18159771680142567,0.9084505613336283,0.5221279751095721,0.515782288414375
0.9525550056506338,0.1533514031160802,0.5862298320167972,0.6445751979616827,0.5044736274710162
0.6336666147329394,0.10221266422519959,0.9187505222607465,0.32049706473007483,0.4490891569795866
0.16202938543049691,0.07732106548878726,0.1042469660518095,0.3670726292944182,0.13408415001438767
0.8550082778013407,0.12466268120326685,0.9208418826173723,0.40557249122886946,0.5408591787343706
0.441375128546994,0.7442496518432888,0.2055798083756375,0.5475318860212307,0.6025391563806266
0.45835182423184895,0.5373956029379229,0.9198556164127605,0.5710039100258946,0.5400465727060892
0.9266092524453711,0.5870682241365672,0.03284667024343835,0.3809088508611657,0.5185489519554646
0.5485309954655317,0.4189254495045479,0.9148459010681,0.9080459869005351,0.5496094944738479
0.11178501092950027,0.6635373720167106,0.17803596686975143,0.3200889429174735,0.3791701500475445
0.2660165842769705,0.29959591176647704,0.3099369262686109,0.3637296396460021,0.2122123107502063
0.41444829914439973,0.46823182844137934,0.6249759870510523,0.8086105526769656,0.5371705832392055
0.15913777548551714,0.7755276166950106,0.4532888347480276,0.43490301916069873,0.574252315152976
0.5473107539391241,0.7653562810662407,0.10298147933131552,0.3432280965224309,0.49377047355083453
0.43597838465177763,0.27074467314355377,0.6439995432390158,0.6638109028766996,0.4535761442652696
0.8558099735109135,0.8669937600115235,0.4079844953648447,0.03774763698022479,0.6241553427896628
0.5549570911954305,0.5950489797004206,0.33927124589619095,0.7962790690350693,0.5847489945872244
0.31436450294205387,0.09944139275934516,0.24317219099945409,0.2710959968203492,0.22771626083041147
0.9663843866993872,0.9444097255772734,0.14108184877771357,0.530673382529021,0.6603651695727766
0.11170173115966243,0.08550853085446808,0.20788625514602732,0.23302208279316,0.23295977287469316
0.9195616031862736,0.6247612710432511,0.3358658571498351,0.3541488152473524,0.6262467774151199
0.8475890559087248,0.3451921448812756,0.7738345232013403,0.29497160805959377,0.5033065214236471
0.953607976265941,0.7636057941597608,0.14011317576645255,0.6962365297575152,0.7185989481227122
0.5363005304353116,0.5124576558819216,0.7416869442286655,0.7205697424836479,0.6857329069556574
0.22542046666554172,0.8349302367992991,0.9844021807035521,0.6711552620242676,0.7152085477110945
0.11655160889272007,0.914298806560499,0.11775108289014113,0.3370407014023673,0.5075813840267204
0.46472327922491985,0.4974648939798906,0.7202025816322958,0.7101200091757536,0.5325134367240515
0.6376717919532775,0.6005168604336534,0.6650366745462555,0.5159125768668354,0.53995210450995
0.47983245359561866,0.35387137656124945,0.9586271773132206,0.37749940966296247,0.5651199672603733
0.7471413146658209,0.297121715623175,0.5664046402968972,0.4081314656765142,0.44795648845275365
0.5353794477391715,0.2699112223921949,0.5398427789081934,0.5283558070610913,0.4146492948903285
0.5467296224811127,0.5968428489168892,0.3342438908169608,0.764782701640041,0.5800144038350046
0.41638614502079696,0.41279355060675227,0.704925549688953,0.705530931246357,0.645631540320078
0.8371920859067797,0.7994158789689793,0.6946964708544268,0.7621809962217196,0.7000690261896542
0.3831369011284699,0.8074302518167612,0.9620987857641177,0.766373721388802,0.7958010554044134
0.2666196359547577,0.5419009473783581,0.8729458358764083,0.881669851771357,0.6519405416573445
0.7230489080660673,0.8491956515653193,0.24966800885918594,0.3473448138302253,0.6007953614103342
0.146436225992839,0.6699174645500392,0.044165437710100175,0.2749003669018153,0.49136626528894256
0.7579213043124534,0.19259902778563043,0.11528202124728437,0.6356856774218889,0.3608455480093324
0.8600944586815633,0.31910047324325563,0.8289154741506773,0.20961207769409834,0.4842508269673179
0.6046094746031626,0.48106188384408644,0.8849983565232811,0.4470662560075339,0.6446684563561649
0.6151849834901191,0.8039769794008976,0.5384014903807876,0.32301613134571466,0.6587143653616596
0.8973799734125684,0.6158631881823046,0.23295947475363377,0.8713399590205446,0.6490320173664584
0.16302673517272392,0.009485433628498074,0.05268383597722859,0.9597704643234384,0.20637183334257608
0.9856751222793656,0.7682734138645182,0.41776678216733376,0.3579572145730713,0.633446187992098
0.1994267018182552,0.35462215764077654,0.28723899165408173,0.6995859233247932,0.34070930816053024
0.34953908112709625,0.9103391020575343,0.04510067722032318,0.7754930381683665,0.5540043378713471
0.29642849907855773,0.9499611839502253,0.786345014415552,0.1834276946853385,0.5919454730651067
0.9133515704577434,0.9891849098133589,0.7433528228936241,0.685081084024128,0.8310603888278927
0.6846819840931316,0.6077367948788591,0.5126885110165086,0.4362260015748684,0.5432641695383545
0.13305874368395226,0.9572702629833256,0.8262056957939659,0.4515272852986766,0.7247755482762027
0.566434330008753,0.597274072430341,0.5250315008602682,0.810866883106735,0.5339377898083086
0.726418556248413,0.15389590633985506,0.8158331249906178,0.3294789263670219,0.40072348091083027
0.6336459413575328,0.5800862078378112,0.09148683739775487,0.7637464974900638,0.5590003571920094
0.5290091454973316,0.04437666353323677,0.8521935333470078,0.19309774850037725,0.3232318176687255
0.5957716335482254,0.08698675991141014,0.4084532130706987,0.6620680771985473,0.3315067867309624
0.1439052235058558,0.5326025194007621,0.9621219725920498,0.504327169474429,0.5866355518965632
0.8422128693326343,0.34780920790219305,0.6780161525590636,0.5360603732335943,0.5735089898183128
0.8813447236463923,0.24528553225533456,0.15734065970252598,0.6535493074497511,0.3890446026520318
0.7277243155023553,0.6801407717603004,0.6186113782151843,0.43508086750963204,0.6523677263200918
0.9651837593664166,0.46547000876998357,0.8790714802281316,0.7229627930163652,0.6920080422749213
0.836170321707156,0.8321341779577419,0.5074677337608362,0.41910990680199034,0.6877250910449008
0.20425947110223192,0.37669536198679876,0.009072404652724964,0.7778802668274202,0.35840661748909786
0.7849251122518252,0.5412665786761103,0.9629920038589946,0.8208981944106466,0.6581949811715567
0.19225875519161134,0.9372284872364511,0.6878857223008134,0.4813627605636908,0.6269595513404512
0.793885863278922,0.7085720046026294,0.4735738884350885,0.7413451911478657,0.7807300198363663
0.21707761611756876,0.7582631959290226,0.02458691645880151,0.856552402923434,0.5196611524179205
0.10092653186107006,0.15893828327675652,0.46853941676858435,0.4088952272609702,0.3175432342573976
0.7243140032033397,0.2207696127887604,0.0823810456158427,0.6121853189426849,0.4376111099024883
0.8812488902790636,0.9632366534401319,0.03130231374751624,0.7430840244333747,0.7285870902744619
0.6746733528976769,0.3975943979627943,0.27421520234867003,0.4954413983644502,0.4600707223734117
0.7519804053527053,0.7458370120309643,0.20035914354871265,0.24027682919930937,0.5713512429223462
0.8779224248556733,0.47320990669155716,0.9681934279147217,0.4269669357397071,0.6323976985988242
0.2382922343450014,0.45369363460528267,0.5303543937282561,0.5513835193065546,0.43264296789712386
0.6549852830686642,0.7965372909761763,0.4815223515125501,0.33236076979407303,0.7024356189110688
0.24474292217037108,0.6515194668022647,0.3259254639520749,0.6546573502725594,0.6039393094225927
0.2346225784008092,0.46459859663581016,0.6804566263593252,0.5328495370129817,0.4718110131054261
0.7254836975138883,0.8601223971892046,0.7798509888933498,0.697582302290187,0.7560821206331882
0.31784051427627474,0.9866625932671464,0.14249554290151323,1.0,0.6856020942701752
0.41141491088035564,0.7758047357929561,0.9412375042323865,0.2062502733249476,0.5830787316884533
0.4155642380882627,0.033203108791366565,0.07857849715502074,0.6998379990105085,0.23802237572300727
0.7205184722235392,0.8005866991090829,0.2001502442448101,0.5399355436586002,0.6585872158146615
0.9425910216193208,0.05197128365147241,0.5412963353010705,0.869822331361359,0.5112047203880266
0.662774194192553,0.7834227259416147,0.612257985881158,0.6115755721916656,0.6804279093490169
0.6377282763687371,0.7838325534188619,0.48090383144898485,0.36856483014191654,0.5879576367497801
0.3223929106091318,0.15954468011318834,0.8717835665922017,0.09684237531298422,0.29555673067082794
0.6928369979507885,0.498195716453139,0.5553635509376312,0.4066786592354402,0.5679204162248896
0.5439491621054197,0.0815264895524267,0.4032613611238318,0.7587686881265139,0.3032083892649112
0.8564071656492401,0.17419333657825364,0.9607805514869769,0.9131252790397738,0.6020025591077788
0.41134149329226666,0.3710387629846027,0.9876495637360578,0.34381931386045284,0.5970644344981033
0.4559636528641138,0.6061887135611715,0.5977235652558643,0.559978385596473,0.6218859448928941
0.633115295734026,0.912363345616691,0.21066218900566658,0.8476540349725895,0.7722362098965055
0.21841091661453382,0.7158249646820886,0.909032520665641,0.744969484615458,0.6272314018550593
0.2628792574385408,0.8543850933695791,0.4922778564480348,0.45436001545944327,0.5651267466127302
0.6963591511074884,0.09526150795462629,0.6521232455304379,0.7126049654508575,0.36901118987017023
0.691062998087163,0.3251900642246949,0.7734731256866006,0.5444101349510104,0.5182454789098424
0.49782193640457184,0.33088936298917193,0.44877757383140304,0.6113001939270466,0.4651427069822226
0.3238428453288669,0.61714498660403,0.7067772168854458,0.4651347865592141,0.528546079180396
0.6449843418803946,0.35673205304000166,0.5335119252996956,0.8707211683012382,0.6010512526752694
0.877794559906752,0.5581402495938629,0.5399058395022125,0.1678376863954037,0.5178134654919224
0.13540918660165868,0.1221099140100268,0.4521990282834353,0.3810005612817621,0.264985235518175
0.6262036303983298,0.6882078658665954,0.397378988464401,0.9971668750461817,0.6687762782950547
0.39081759136325067,0.9730977480703464,0.580112229695468,0.41480317581596876,0.5826708125761445
0.5790204899436692,0.12574151180664883,0.13271465381927738,0.12673158087423808,0.24326130698133736
0.18451064421047655,0.6726021182251263,0.44375021930457115,0.4809317599236653,0.5017510156367793
0.6954691153340321,0.9786312874005304,0.37429676713979265,0.4183771134623042,0.6974195951272639
0.12734835372715317,0.9309486955069778,0.6895267510315611,0.6923339491822335,0.7076416870380989
0.7002743652918165,0.5771852367117482,0.3485736672419705,0.5342427765221275,0.49191099010894584
0.8797948007748809,0.9933369373586285,0.7524277626155725,0.7738033563681448,0.8531559697718879
0.8906640051712131,0.404140321651033,0.3270331615632387,0.8046920127650011,0.594631479827373
0.8901020431371948,0.3171957167653986,0.868900625540571,0.2530920439363792,0.48433914787888654
0.395543105096573,0.6302087483291442,0.6098318054986945,0.5980444451022832,0.6263374159898538
0.5038242603602776,0.23754413087432746,0.3732517916293401,0.664201516013637,0.4537640204175137
0.7834098951305793,0.5004453091307415,0.5423636649797383,0.2369326632584736,0.5212679169044658
0.6471145835141001,0.7648832615421283,0.8129857387160935,0.17473143119990361,0.6525238817879143
0.4420670580434848,0.19715412657287734,0.4791832294435999,0.6533185054210218,0.3724091750823637
0.33109891094845717,0.28487290196192283,0.3072899649262866,0.21798941511534786,0.3548249333000174
0.6493004049798266,0.7161506742231936,0.27262400073353377,0.3017512606461691,0.5199637454613321
0.21090038875494943,0.8594157932805891,0.7997810954240216,0.6418764826917167,0.6295024405791183
0.6105809976660131,0.25656278370136376,0.9629268752375798,0.9397414703060373,0.6015177737819707
0.4361587147345488,0.526499194153781,0.11230434441121917,1.0,0.5409451161799752
0.290840355917404,0.6109809888509917,0.4110284698067047,0.27561367646087154,0.40524363608759734
0.3718544516513156,0.7319580675856345,0.8511742608527708,0.6028838295412812,0.6864554260385158
0.6614733922089157,0.4517676787372291,0.5866084631754741,0.7524362747252911,0.544065176792938
0.5256027690698639,0.5353581018426609,0.17844596522777212,0.2936598354482147,0.37668260879509596
0.30875238650437786,0.39090599590551467,0.594476335186173,0.7314383494054847,0.4831916227104039
0.6373422252061225,0.675841245087376,0.4427169667795271,0.8708546369766886,0.6398930312015608
0.9921303943319695,0.12839428945412523,0.10410964938416634,0.7568983079185275,0.5034052172650098
0.17147743209008795,0.08565824959643054,0.8941908746641183,0.4418319086051356,0.28502550637579727
0.40920442729813356,0.6171557833956468,0.4424099364806695,0.7493383300411522,0.6153232508440187
0.31034087371938973,0.5400119146045106,0.8800790875614583,0.24626263353811026,0.6092340822868905
0.5111727803923318,0.1903248628190678,0.05233887578650831,0.3500412543797067,0.1923583621273711
0.7575854592153215,0.46520561228371815,0.060142342600785215,0.7558326912521722,0.5045946130977638
0.6714640410319298,0.7548378199408478,0.17047793817391754,0.3443993267226317,0.4481081525294172
0.41281437181508385,0.664911724487218,0.7954499607897292,0.09076872353274211,0.5099508785376581
0.7634622025065188,0.7685998047885084,0.24365671606386663,0.435133741295113,0.6095592712857164
0.8091117894630385,0.8646861920335402,0.6084864126597913,0.2761837225194433,0.6858734786541029
0.13254434247228591,0.3031283559453286,0.26311256991084286,0.4295712291808811,0.2743529332976036
0.31514979897753903,0.5097242467516981,0.8252861082328968,0.7193330666952733,0.5710298280717163
0.564111484926848,0.9193919732144173,0.49696348290583026,0.4081829358547565,0.6566638873636967
0.7068734257681436,0.5324811925594262,0.7214220673287317,0.6638614232818162,0.6089188036149976
0.39027518006177364,0.022893824976120247,0.1537911496680311,0.8712271489505878,0.2982275073982373
0.21927220546766357,0.8620144822726226,0.9227571905133943,0.6464877635857684,0.6875022106027898
0.38577830308906336,0.9527975276012943,0.8252007674155681,0.4200461078767316,0.7249014446580848
0.1232307162545383,0.13516628915482276,0.9631151115891738,0.55077576703115,0.3841902555591912
0.3806345197767337,0.5061418628402441,0.4395116886329101,0.22832994184401573,0.37248788049514586
0.1159190286519315,0.602553163842865,0.3647982191445295,0.6143987919202163,0.35926450164732654
0.5138203813923882,0.05816379550547579,0.9948663171697671,0.4148667457202112,0.3911219085027617
0.48730345975802913,0.1706647585499984,0.07462981433708171,0.7290873615098088,0.36919306188071804
0.6562465068584674,0.6331896260134641,0.22889460484661361,0.1267246370310004,0.4205654046513982
0.6615062526624746,0.5270414639116516,0.4260833838903715,0.36331213015845787,0.48975866881228736
0.47271677727603434,0.8275378955668743,0.733614380561402,0.642348959927328,0.5711990671724572
0.7842608408099215,0.13710970572899905,0.5353101314525917,0.4005893766957807,0.39732900222547723
0.6814811111162572,0.4993338349786183,0.2660192780053807,0.16104033931412076,0.44913334626767637
0.5284163164318899,0.37588828514576933,0.3944762785700353,0.5471170327493609,0.4338910557509717
0.21983050376028723,0.1021495296575381,0.6586921462074435,0.48021953141034934,0.2936203811396192
0.1345837140660925,0.9017619921354235,0.46147746462473416,0.5410568005005159,0.6488523493878052
0.5051119891777837,0.22696469436536415,0.8893909161288442,0.8010862240371839,0.5233779496200583
0.7636903918493371,0.5122219208126745,0.6802277792083533,0.4634678448687891,0.5955999868036111
0.11089762771139872,0.9565013982994801,0.737508359459007,0.5652873710470303,0.6167585290377467
0.9736749619036031,0.9423153896731928,0.7838426767676738,0.592333906547567,0.7579649232525557
0.6942724477312043,0.7643726622217359,0.265046428325004,0.5607131100783619,0.6753134064315137
0.7006153582417856,0.010427699397403067,0.2554134846852195,0.37886639144490075,0.26528008367559436
0.5772719199242425,0.041951223431636264,0.9684887775943838,0.7356481769619857,0.5194542706728388
0.6416934306726899,0.5824226582072465,0.7480731794295321,0.4538296079049633,0.6553136737498259
0.13936206329197254,0.11080796217980704,0.5985315756843657,0.6761466553157333,0.2881805515786525
0.4497875187668623,0.16368380146530148,0.2737913075141065,0.2210570033958465,0.2800256641325595
0.8982324101883425,0.645810812655206,0.28590678923916013,0.7304126170669809,0.6545296123516716
0.3325884582626363,0.5440165791827516,0.6360707637298251,0.837249570979,0.6587445070248616
0.1484723862982235,0.32005983252098347,0.7531873359134028,0.22945247424538556,0.26837158559275787
0.24833333415649342,0.1317287734545619,0.7259799099852955,0.4471383318250243,0.3663000255129421
0.23560849693888966,0.3423836360335465,0.41341644929526145,0.7803445812365581,0.46543569932015216
0.36779360618693857,0.5650219928590161,0.6888853020500907,0.7328652160373209,0.6289290549442383
0.2440644714591157,0.4615574744197899,0.009331619827093296,0.5828454515695106,0.3055356432144508
0.35011188752398104,0.19395386726777486,0.8798164859419387,0.6706464256406337,0.5115942014837085
0.7597641664267073,0.615985450260179,0.18802473461541613,0.6196631486645652,0.5293954448294403
0.5717432536535461,0.8480477911307719,0.8399639802821826,0.28269943891173177,0.7179905846742717
0.3942384547042712,0.14888805033244468,0.3056042154902149,0.11828145333910046,0.11847401345650634
0.802359798532547,0.21720909769121055,0.1378228991592354,0.16060186366975787,0.2864492436328463
0.18369157584081897,0.5882022669483905,0.48097288988612374,0.44357524013426114,0.4661564131114488
0.6053361291635714,0.5606600944161709,0.6034876665964548,0.5024062525811462,0.596136394894762
0.8425444691620558,0.4982556822634536,0.07705827913433116,0.18298153774750717,0.39715772764779655
0.7369128412668242,0.7886149646724064,0.5172690564416094,0.2858310885866495,0.6137656101639933
0.4906174295564878,0.08860042967961723,0.22061195271121126,0.9513449743242132,0.3994956274179682
0.7602542470380812,0.29944351049188667,0.17348007426595724,0.6936710878861037,0.5588017500865605
0.7173201439448773,0.9911264318213037,0.7472195877420377,0.7303780309490505,0.7665995482238105
0.4010601598677389,0.026196708532064794,0.024191763891355245,0.3472223135754061,0.2035454804755172
0.9366552305881157,0.782581939851338,0.056136103416210004,0.7588579027340631,0.689800065578196
0.8577402101126278,0.18610141784627732,0.8026433097957104,0.3830083164289712,0.3395058237418903
